Taxon	Taxon	Taxon	barcode02	barcode02	barcode02	barcode14	barcode14	barcode14	barcode26	barcode26	barcode26	barcode38	barcode38	barcode38	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38
Pelodictyon luteolum DSM 273	319225	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	46.0
Ignavibacteriae	1134404	phylum	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf
Ignavibacteria	795747	class	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf
Ignavibacteriales	795748	order	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf
Ignavibacteriaceae	795749	family	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf
Ignavibacterium	795750	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf
Ignavibacterium album	591197	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf
Ignavibacterium album JCM 16511	945713	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	39.0	0.0	0.0	-inf
Candidatus Cloacimonetes	456828	phylum	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf
Candidatus Cloacimonas	456826	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf
Candidatus Cloacimonas acidaminovorans	456827	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf
Candidatus Cloacimonas acidaminovorans str. Evry	459349	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf
Terrabacteria group	1783272	no_rank	44857.0	6.0	78.33160933633546	30998.0	6.0	70.4875798438609	41215.0	6.0	78.09394637874558	44396.0	4.0	78.1003468780971	44823.0	6.0	78.33808535796351	30967.0	6.0	70.49423579939936	41198.0	6.0	78.09643672022918	44375.0	4.0	78.10077746478875
Firmicutes	1239	phylum	41853.0	94.0	78.05889661434067	29098.0	53.0	71.11450958828786	40987.0	18.0	78.1999658428282	43237.0	75.0	78.59439831625687	41821.0	94.0	78.06468042371057	29068.0	53.0	71.12212742534747	40970.0	18.0	78.20251403465954	43216.0	75.0	78.59508052573122
Firmicutes sensu stricto incertae sedis	33974	no_rank	1.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Ndongobacter	1930845	genus	1.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Ndongobacter massiliensis	1871025	species	1.0	1.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Firmicutes sensu stricto	84086	no_rank	2.0	0.0	48.5	2.0	0.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	48.5	2.0	0.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf
endosymbiont 'TC1' of Trimyema compressum	243899	species	2.0	2.0	48.5	2.0	2.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	48.5	2.0	2.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf
Bacilli	91061	class	7904.0	11.0	77.64157388663969	1203.0	2.0	54.61845386533666	374.0	0.0	47.32085561497326	14370.0	23.0	86.33486430062631	7898.0	11.0	77.63889592301847	1200.0	2.0	54.641666666666666	373.0	0.0	47.289544235924936	14364.0	23.0	86.33556112503481
Bacillales	1385	order	6732.0	103.0	76.98232323232325	162.0	0.0	58.02469135802469	296.0	0.0	48.41554054054054	126.0	1.0	71.62698412698413	6729.0	103.0	76.9808292465448	162.0	0.0	58.02469135802469	296.0	0.0	48.41554054054054	126.0	1.0	71.62698412698413
Staphylococcaceae	90964	family	78.0	0.0	70.7051282051282	4.0	0.0	37.0	40.0	0.0	87.275	4.0	0.0	73.0	78.0	0.0	70.7051282051282	4.0	0.0	37.0	40.0	0.0	87.275	4.0	0.0	73.0
Staphylococcus	1279	genus	68.0	5.0	70.5	2.0	0.0	39.5	40.0	0.0	87.275	4.0	0.0	73.0	68.0	5.0	70.5	2.0	0.0	39.5	40.0	0.0	87.275	4.0	0.0	73.0
Staphylococcus aureus	1280	species	44.0	44.0	84.54545454545455	0.0	0.0	-inf	39.0	39.0	88.58974358974359	3.0	3.0	66.66666666666667	44.0	44.0	84.54545454545455	0.0	0.0	-inf	39.0	39.0	88.58974358974359	3.0	3.0	66.66666666666667
Staphylococcus epidermidis	1282	species	1.0	1.0	70.0	0.0	0.0	-inf	1.0	1.0	36.0	0.0	0.0	-inf	1.0	1.0	70.0	0.0	0.0	-inf	1.0	1.0	36.0	0.0	0.0	-inf
Staphylococcus haemolyticus	1283	species	2.0	2.0	43.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	43.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus simulans	1286	species	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus hominis	1290	species	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus warneri	1292	species	2.0	2.0	22.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	22.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus lugdunensis	28035	species	0.0	0.0	-inf	1.0	1.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus saprophyticus	29385	species	1.0	1.0	57.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	57.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus saccharolyticus	33028	species	1.0	1.0	7.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	7.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus felis	46127	species	2.0	2.0	36.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	36.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus condimenti	70255	species	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Staphylococcus	91994	no_rank	0.0	0.0	-inf	1.0	0.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus sp. MI 10-1553	1912064	species	0.0	0.0	-inf	1.0	1.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus argenteus	985002	species	1.0	1.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus agnetis	985762	species	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus schweitzeri	1654388	species	1.0	1.0	25.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	25.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus pseudoxylosus	2282419	species	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Staphylococcus intermedius group	2815305	species_group	3.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	92.0	3.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	92.0
Staphylococcus pseudintermedius	283734	species	3.0	3.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0	3.0	3.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0
Macrococcus	69965	genus	8.0	0.0	82.875	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	82.875	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Macrococcus canis	1855823	species	1.0	1.0	37.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	37.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Macrococcus bohemicus	1903056	species	7.0	7.0	89.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	89.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mammaliicoccus	2803850	genus	2.0	0.0	29.0	2.0	0.0	34.5	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	29.0	2.0	0.0	34.5	0.0	0.0	-inf	0.0	0.0	-inf
Mammaliicoccus sciuri	1296	species	1.0	1.0	53.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	53.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mammaliicoccus vitulinus	71237	species	1.0	1.0	5.0	2.0	2.0	34.5	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	5.0	2.0	2.0	34.5	0.0	0.0	-inf	0.0	0.0	-inf
Bacillaceae	186817	family	1760.0	12.0	76.72727272727273	21.0	1.0	62.19047619047619	9.0	0.0	37.333333333333336	8.0	0.0	55.375	1760.0	12.0	76.72727272727273	21.0	1.0	62.19047619047619	9.0	0.0	37.333333333333336	8.0	0.0	55.375
Bacillus	1386	genus	250.0	1.0	69.42	6.0	0.0	45.5	2.0	0.0	16.5	2.0	0.0	53.0	250.0	1.0	69.42	6.0	0.0	45.5	2.0	0.0	16.5	2.0	0.0	53.0
Bacillus pumilus	1408	species	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus cereus group	86661	species_group	36.0	2.0	61.44444444444444	3.0	0.0	18.0	2.0	0.0	16.5	1.0	0.0	84.0	36.0	2.0	61.44444444444444	3.0	0.0	18.0	2.0	0.0	16.5	1.0	0.0	84.0
Bacillus anthracis	1392	species	2.0	1.0	84.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	1.0	84.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus anthracis str. SVA11	1392837	strain	1.0	1.0	74.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	74.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus cereus	1396	species	12.0	3.0	64.08333333333333	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	12.0	3.0	64.08333333333333	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus cereus Q1	361100	strain	1.0	1.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus cereus AH1271	526992	strain	1.0	1.0	65.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	65.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus cereus C1L	1003239	strain	7.0	7.0	80.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	80.42857142857143	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus mycoides	1405	species	4.0	4.0	51.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	51.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus thuringiensis	1428	species	10.0	7.0	71.4	2.0	0.0	16.0	0.0	0.0	-inf	1.0	1.0	84.0	10.0	7.0	71.4	2.0	0.0	16.0	0.0	0.0	-inf	1.0	1.0	84.0
Bacillus thuringiensis serovar huazhongensis	180854	no_rank	2.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus thuringiensis serovar huazhongensis BGSC 4BD1	527030	strain	2.0	2.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus thuringiensis serovar pulsiensis	180877	no_rank	0.0	0.0	-inf	1.0	0.0	13.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	13.0	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus thuringiensis serovar pulsiensis BGSC 4CC1	527028	strain	0.0	0.0	-inf	1.0	1.0	13.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	13.0	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus thuringiensis serovar andalousiensis	257985	no_rank	1.0	1.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus thuringiensis MC28	1195464	strain	0.0	0.0	-inf	1.0	1.0	19.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	19.0	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus pseudomycoides	64104	species	2.0	0.0	14.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	14.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus pseudomycoides DSM 12442	527000	strain	2.0	2.0	14.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	14.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus wiedmannii	1890302	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	17.0	0.0	0.0	-inf
Bacillus paranthracis	2026186	species	2.0	2.0	43.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	43.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus pacificus	2026187	species	2.0	2.0	55.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	55.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus tropicus	2026188	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	16.0	0.0	0.0	-inf
unclassified Bacillus (in: Bacteria)	185979	no_rank	192.0	6.0	72.25520833333333	3.0	0.0	73.0	0.0	0.0	-inf	1.0	0.0	22.0	192.0	6.0	72.25520833333333	3.0	0.0	73.0	0.0	0.0	-inf	1.0	0.0	22.0
Bacillus sp. OxB-1	98228	species	125.0	125.0	77.392	3.0	3.0	73.0	0.0	0.0	-inf	0.0	0.0	-inf	125.0	125.0	77.392	3.0	3.0	73.0	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. S3	486398	species	3.0	3.0	36.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	36.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. 3a	580459	species	1.0	1.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. 1NLA3E	666686	species	3.0	3.0	77.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	77.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. X1(2014)	1565991	species	2.0	2.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. FJAT-22090	1581038	species	25.0	25.0	56.12	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	25.0	25.0	56.12	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. MD-5	2009331	species	1.0	1.0	43.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	43.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. FJAT-45348	2011012	species	1.0	1.0	31.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	31.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. M4U3P1	2592382	species	2.0	2.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. N3536	2666127	species	14.0	14.0	79.85714285714286	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	14.0	14.0	79.85714285714286	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. N1-1	2682541	species	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. CS13	2728853	species	2.0	2.0	75.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	75.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. PAMC26568	2760090	species	1.0	1.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. PAMC26543	2762329	species	1.0	1.0	87.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	87.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. HD4P25	2779776	species	3.0	3.0	43.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	43.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. PDNC022	2812759	species	1.0	1.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sp. JNUCC-24	2842458	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0
Bacillus infantis	324767	species	1.0	0.0	29.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	29.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus infantis NRRL B-14911	1367477	strain	1.0	1.0	29.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	29.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
[Brevibacterium] frigoritolerans	450367	species	2.0	2.0	56.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	56.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus subtilis group	653685	species_group	7.0	0.0	46.71428571428572	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	46.71428571428572	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus sonorensis	119858	species	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus amyloliquefaciens group	1938374	species_subgroup	6.0	0.0	46.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	46.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus amyloliquefaciens	1390	species	2.0	2.0	40.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	40.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus velezensis	492670	species	4.0	3.0	49.25	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	3.0	49.25	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus velezensis NJN-6	1458206	strain	1.0	1.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus haikouensis	1510468	species	1.0	1.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus weihaiensis	1547283	species	2.0	2.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus freudenreichii	1783501	species	4.0	4.0	79.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	79.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus altitudinis complex	1792192	species_group	3.0	0.0	57.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	57.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacillus altitudinis	293387	species	3.0	3.0	57.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	57.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Amphibacillus	29331	genus	4.0	0.0	70.25	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	57.0	4.0	0.0	70.25	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	57.0
Amphibacillus xylanus	1449	species	4.0	0.0	70.25	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	57.0	4.0	0.0	70.25	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	57.0
Amphibacillus xylanus NBRC 15112	698758	strain	4.0	4.0	70.25	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	57.0	4.0	4.0	70.25	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	57.0
Halobacillus	45667	genus	1.0	0.0	66.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	66.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Halobacillus halophilus	1570	species	1.0	1.0	66.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	66.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Gracilibacillus	74385	genus	1.0	0.0	19.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	19.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Gracilibacillus	2625209	no_rank	1.0	0.0	19.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	19.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Gracilibacillus sp. SCU50	2663022	species	1.0	1.0	19.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	19.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Virgibacillus	84406	genus	17.0	0.0	62.94117647058823	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	17.0	0.0	62.94117647058823	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Virgibacillus necropolis	163877	species	5.0	5.0	53.6	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	5.0	53.6	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Virgibacillus phasianinus	2017483	species	4.0	4.0	73.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	73.75	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Virgibacillus	2620237	no_rank	8.0	0.0	63.375	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	63.375	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
